#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_010287.1	849494	852511	+	5858633	tarp	CTL0716	YP_001654788.1	1005	-	translocated actin-recruiting phosphoprotein
chr	NC_010287.1	852563	853279	-	5858082	-	CTL0717	YP_001654789.1	238	-	transcriptional regulator
chr	NC_010287.1	853462	853965	-	5857916	-	CTL0718	YP_001654790.1	167	-	acetyltransferase
chr	NC_010287.1	853962	855069	-	5858265	prfB	CTL0719	YP_001654791.1	368	-	peptide chain release factor 2
chr	NC_010287.1	855389	855649	+	5858020	-	CTL0720	YP_001654792.1	86	-	hypothetical protein CTL0720
chr	NC_010287.1	855707	856696	+	5858324	-	CTL0721	YP_001654793.1	329	-	metallo-phosphoesterase
chr	NC_010287.1	856686	857345	+	5858346	ispD	CTL0722	YP_001654794.1	219	-	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
chr	NC_010287.1	857354	858157	+	5858814	truA	CTL0723	YP_001654795.1	267	-	tRNA pseudouridine synthase A
chr	NC_010287.1	858109	858783	-	5858823	-	CTL0724	YP_001654796.1	224	-	HAD superfamily hydrolase
chr	NC_010287.1	858876	859517	+	5858348	-	CTL0725	YP_001654797.1	213	-	hypothetical protein CTL0725
chr	NC_010287.1	859811	860140	+	5858303	-	CTL0726	YP_001654798.1	109	-	hypothetical protein CTL0726
chr	NC_010287.1	860118	861176	+	5858377	atoS	CTL0727	YP_001654799.1	352	-	two component system sensor histidine kinase
chr	NC_010287.1	861219	862379	+	5858613	atoC	CTL0728	YP_001654800.1	386	-	two component system response regulator
chr	NC_010287.1	862606	863142	+	5857912	-	CTL0729	YP_001654801.1	178	-	hypothetical protein CTL0729
chr	NC_010287.1	863112	863843	+	5858380	recO	CTL0730	YP_001654802.1	243	-	DNA repair protein RecO
chr	NC_010287.1	863840	864442	-	5858178	-	CTL0731	YP_001654803.1	200	-	hypothetical protein CTL0731
chr	NC_010287.1	864920	865714	+	5858300	-	CTL0733	YP_001654804.1	264	-	hypothetical protein CTL0733
chr	NC_010287.1	865720	866034	+	5857911	-	CTL0734	YP_001654805.1	104	-	hypothetical protein CTL0734
chr	NC_010287.1	865973	866902	-	5857918	-	CTL0735	YP_001654806.1	309	-	hypothetical protein CTL0735
chr	NC_010287.1	866990	869362	+	5858271	pheT	CTL0736	YP_001654807.1	790	-	phenylalanine--tRNA ligase subunit beta
chr	NC_010287.1	869359	870324	+	5858430	-	CTL0737	YP_001654808.1	321	-	hypothetical protein CTL0737
chr	NC_010287.1	870343	870855	+	5857907	-	CTL0738	YP_001654809.1	170	-	DNA methyltransferase
chr	NC_010287.1	870852	872588	-	5858412	oppC2	CTL0739	YP_001654810.1	578	-	oligopeptide ABC transporter permease
chr	NC_010287.1	872590	874005	-	5858208	oppB2	CTL0740	YP_001654811.1	471	-	oligopeptide ABC transporter permease
chr	NC_010287.1	874050	876140	-	5858433	oppA4	CTL0741	YP_001654812.1	696	-	oligopeptide ABC transporter substrate-binding protein
chr	NC_010287.1	876391	876552	-	16665138	-	CTL0742a	YP_008470967.1	53	-	hypothetical protein CTL0742a
chr	NC_010287.1	876746	877477	-	5858440	-	CTL0742	YP_001654813.1	243	-	hypothetical protein CTL0742
chr	NC_010287.1	877639	878292	-	5858417	-	CTL0743	YP_001654814.1	217	-	hypothetical protein CTL0743
chr	NC_010287.1	878760	879125	+	5857925	-	CTL0744	YP_001654815.1	121	-	hypothetical protein CTL0744
chr	NC_010287.1	879104	880102	-	5858325	-	CTL0745	YP_001654816.1	332	-	hypothetical protein CTL0745
chr	NC_010287.1	880259	881203	-	5858375	hemH	CTL0746	YP_001654817.1	314	-	ferrochelatase
chr	NC_010287.1	881225	882010	-	5858836	fliY	CTL0747	YP_001654818.1	261	-	ABC transporter substrate-binding protein
chr	NC_010287.1	882056	882628	-	5858031	-	CTL0748	YP_001654819.1	190	-	methyltransferase
chr	NC_010287.1	882625	883359	-	5858383	-	CTL0749	YP_001654820.1	244	-	phosphohydrolase
chr	NC_010287.1	883448	884773	-	5858237	glgC	CTL0750	YP_001654821.1	441	-	glucose-1-phosphate adenylyltransferase
chr	NC_010287.1	884965	885216	+	5858661	-	CTL0751	YP_001654822.1	83	-	hypothetical protein CTL0751
chr	NC_010287.1	885226	886620	-	5858390	rho	CTL0752	YP_001654823.1	464	-	transcription termination factor
chr	NC_010287.1	886617	887225	-	5858507	coaE	CTL0753	YP_001654824.1	202	-	dephospho-CoA kinase
chr	NC_010287.1	887219	889819	-	5858230	polA	CTL0754	YP_001654825.1	866	-	DNA polymerase I
chr	NC_010287.1	889836	890831	-	5858706	sohB	CTL0755	YP_001654826.1	331	-	protease
chr	NC_010287.1	890971	892593	-	5858780	-	CTL0756	YP_001654827.1	540	-	ADP, ATP carrier protein
chr	NC_010287.1	892805	893311	-	5858351	-	CTL0757	YP_001654828.1	168	-	hypothetical protein CTL0757
chr	NC_010287.1	893707	893856	-	5858269	-	CTL0758	YP_001654829.1	49	-	hypothetical protein CTL0758
chr	NC_010287.1	893825	895243	+	5858405	dnaB	CTL0759	YP_001654830.1	472	-	replicative DNA helicase
chr	NC_010287.1	895538	897370	+	5858651	gidA	CTL0760	YP_001654831.1	610	-	tRNA uridine 5-carboxymethylaminomethyl modification protein GidA
chr	NC_010287.1	897360	898061	+	5858485	lplA	CTL0761	YP_001654832.1	233	-	lipoate-protein ligase A
chr	NC_010287.1	898118	898543	-	5858308	ndk	CTL0762	YP_001654833.1	141	-	nucleoside diphosphate kinase
chr	NC_010287.1	898703	899305	-	5857995	ruvA	CTL0763	YP_001654834.1	200	-	Holliday junction DNA helicase RuvA
chr	NC_010287.1	899325	899837	-	5858100	ruvC	CTL0764	YP_001654835.1	170	-	crossover junction endodeoxyribonuclease RuvC
chr	NC_010287.1	899945	900499	-	5858704	-	CTL0765	YP_001654836.2	184	-	hypothetical protein CTL0765
chr	NC_010287.1	900786	901652	-	5858298	-	CTL0766	YP_001654837.1	288	-	hypothetical protein CTL0766
chr	NC_010287.1	901663	902667	-	5858421	gapA	CTL0767	YP_001654838.1	334	-	glyceraldehyde 3-phosphate dehydrogenase
chr	NC_010287.1	902711	903136	-	5858649	rplQ	CTL0768	YP_001654839.1	141	-	50S ribosomal protein L17
chr	NC_010287.1	903145	904278	-	5858545	rpoA	CTL0769	YP_001654840.1	377	-	DNA-directed RNA polymerase subunit alpha
chr	NC_010287.1	904299	904697	-	5858051	rpsK	CTL0770	YP_001654841.1	132	-	30S ribosomal protein S11
chr	NC_010287.1	904719	905087	-	5857992	rpsM	CTL0771	YP_001654842.1	122	-	30S ribosomal protein S13
chr	NC_010287.1	905143	906516	-	5857999	secY	CTL0772	YP_001654843.1	457	-	preprotein translocase subunit SecY
chr	NC_010287.1	906539	906973	-	5858342	rplO	CTL0773	YP_001654844.1	144	-	50S ribosomal protein L15
chr	NC_010287.1	906966	907463	-	5858056	rpsE	CTL0774	YP_001654845.1	165	-	30S ribosomal protein S5
chr	NC_010287.1	907478	907849	-	5858024	rplR	CTL0775	YP_001654846.1	123	-	50S ribosomal protein L18
chr	NC_010287.1	907871	908422	-	5858516	rplF	CTL0776	YP_001654847.1	183	-	50S ribosomal protein L6
chr	NC_010287.1	908450	908851	-	5858635	rpsH	CTL0777	YP_001654848.1	133	-	30S ribosomal protein S8
chr	NC_010287.1	908869	909411	-	5858563	rplE	CTL0778	YP_001654849.1	180	-	50S ribosomal protein L5
chr	NC_010287.1	909413	909748	-	5858588	rplX	CTL0779	YP_001654850.1	111	-	50S ribosomal protein L24
chr	NC_010287.1	909761	910129	-	5858501	rplN	CTL0780	YP_001654851.1	122	-	50S ribosomal protein L14
chr	NC_010287.1	910146	910397	-	5858543	rpsQ	CTL0781	YP_001654852.1	83	-	30S ribosomal protein S17
chr	NC_010287.1	910390	910608	-	5858012	rpmC	CTL0782	YP_001654853.1	72	-	50S ribosomal protein L29
chr	NC_010287.1	910610	911026	-	5858529	rplP	CTL0783	YP_001654854.1	138	-	50S ribosomal protein L16
chr	NC_010287.1	911059	911733	-	5858591	rpsC	CTL0784	YP_001654855.1	224	-	30S ribosomal protein S3
chr	NC_010287.1	911743	912078	-	5858697	rplV	CTL0785	YP_001654856.1	111	-	50S ribosomal protein L22
chr	NC_010287.1	912097	912363	-	5858167	rpsS	CTL0786	YP_001654857.1	88	-	30S ribosomal protein S19
chr	NC_010287.1	912369	913223	-	5858775	rplB	CTL0787	YP_001654858.1	284	-	50S ribosomal protein L2
chr	NC_010287.1	913247	913582	-	5858558	rplW	CTL0788	YP_001654859.1	111	-	50S ribosomal protein L23
chr	NC_010287.1	913598	914266	-	5858492	rplD	CTL0789	YP_001654860.1	222	-	50S ribosomal protein L4
chr	NC_010287.1	914275	914940	-	5858171	rplC	CTL0790	YP_001654861.1	221	-	50S ribosomal protein L3
chr	NC_010287.1	915375	916271	-	5858628	-	CTL0791	YP_001654862.1	298	-	hypothetical protein CTL0791
chr	NC_010287.1	916437	917387	-	5858328	fmt	CTL0792	YP_001654863.1	316	-	methionyl-tRNA formyltransferase
chr	NC_010287.1	917377	918219	-	5858767	lpxA	CTL0793	YP_001654864.1	280	-	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase
chr	NC_010287.1	918231	918692	-	5858310	fabZ	CTL0794	YP_001654865.1	153	-	3-hydroxyacyl-ACP dehydratase
chr	NC_010287.1	918689	919549	-	5858634	lpxC	CTL0795	YP_001654866.1	286	-	UDP-3-O
chr	NC_010287.1	919649	921277	-	5858636	lnt	CTL0796	YP_001654867.1	542	-	apolipoprotein N-acyltransferase
chr	NC_010287.1	921341	921823	-	5858685	-	CTL0797	YP_001654868.1	160	-	acyl-CoA thioester hydrolase
chr	NC_010287.1	921959	922711	-	5858322	dnaQ2	CTL0798	YP_001654869.1	250	-	DNA polymerase III subunit epsilon
chr	NC_010287.1	922715	923188	-	5858689	-	CTL0799	YP_001654870.1	157	-	hypothetical protein CTL0799
chr	NC_010287.1	923167	923883	-	5858319	-	CTL0800	YP_001654871.1	238	-	hypothetical protein CTL0800
chr	NC_010287.1	924605	924913	+	5858301	trxA	CTL0801	YP_001654872.1	102	-	thioredoxin
chr	NC_010287.1	924963	925418	-	5858798	-	CTL0802	YP_001654873.1	151	-	tRNA (cytidine(34)-2\'-O)-methyltransferase
chr	NC_010287.1	925434	926165	-	5858373	mip	CTL0803	YP_001654874.1	243	-	peptidyl-prolyl cis-trans isomerase
chr	NC_010287.1	926303	928051	-	5858582	aspS	CTL0804	YP_001654875.1	582	-	aspartate--tRNA(Asp/Asn) ligase
chr	NC_010287.1	928032	929318	-	5858643	hisS	CTL0805	YP_001654876.1	428	-	histidine--tRNA ligase
chr	NC_010287.1	929754	931124	+	5858832	uhpC	CTL0806	YP_001654877.1	456	-	hexose phosphate transport protein
chr	NC_010287.1	931138	934851	+	5858824	dnaE	CTL0807	YP_001654878.1	1237	-	DNA polymerase III subunit alpha
chr	NC_010287.1	935080	935949	-	5858578	-	CTL0808	YP_001654879.1	289	-	hypothetical protein CTL0808
chr	NC_010287.1	936101	937057	+	5858224	-	CTL0809	YP_001654880.1	318	-	hypothetical protein CTL0809
chr	NC_010287.1	937082	937666	+	5858393	-	CTL0810	YP_001654881.1	194	-	hypothetical protein CTL0810
chr	NC_010287.1	937653	938093	+	5858259	rsbW	CTL0811	YP_001654882.1	146	-	serine/threonine protein kinase RsbW
chr	NC_010287.1	938100	938525	-	5857949	-	CTL0812	YP_001654883.1	141	-	hypothetical protein CTL0812
chr	NC_010287.1	938633	939946	+	5858238	dacC	CTL0813	YP_001654884.1	437	-	D-alanyl-D-alanine carboxypeptidase
chr	NC_010287.1	940079	940486	+	5858452	-	CTL0814	YP_001654885.1	135	-	hypothetical protein CTL0814
chr	NC_010287.1	940483	941589	+	5858250	-	CTL0815	YP_001654886.1	368	-	methyltransferase
chr	NC_010287.1	941739	942974	+	5858270	brnQ	CTL0817	YP_001654887.1	411	-	branched-chain amino acid transport system carrier protein
chr	NC_010287.1	943148	946747	+	5858630	-	CTL0818	YP_001654888.1	1199	-	helicase
chr	NC_010287.1	946926	947405	+	5858220	-	CTL0819	YP_001654889.1	159	-	hypothetical protein CTL0819
chr	NC_010287.1	947614	949011	+	5857910	lpdA	CTL0820	YP_001654890.1	465	-	2-oxoglutarate dehydrogenase complex dihydrolipoyl dehydrogenase
chr	NC_010287.1	949008	949943	+	5858095	lipA	CTL0821	YP_001654891.1	311	-	lipoyl synthase
chr	NC_010287.1	950047	951024	+	5858694	sctJ	CTL0822	YP_001654892.1	325	-	type III secretion system protein
chr	NC_010287.1	951025	951861	+	5858163	-	CTL0823	YP_001654893.1	278	-	hypothetical protein CTL0823
chr	NC_010287.1	952137	952808	+	5858219	sctL	CTL0824	YP_001654894.1	223	-	type III secretion system protein
chr	NC_010287.1	952821	953741	+	5858013	sctR	CTL0825	YP_001654895.1	306	-	type III secretion system protein
chr	NC_010287.1	953753	954037	+	5858765	sctS	CTL0826	YP_001654896.1	94	-	type III secretion system protein
chr	NC_010287.1	954044	954913	+	5858166	sctT	CTL0827	YP_001654897.1	289	-	type III secretion system protein
chr	NC_010287.1	954992	955435	-	5858188	-	CTL0828	YP_001654898.1	147	-	hypothetical protein CTL0828
chr	NC_010287.1	955525	956517	-	5858225	-	CTL0829	YP_001654899.1	330	-	hypothetical protein CTL0829
chr	NC_010287.1	956523	957047	-	5858344	-	CTL0830	YP_001654900.1	174	-	hypothetical protein CTL0830
chr	NC_010287.1	957032	957487	-	5858374	-	CTL0831	YP_001654901.1	151	-	hypothetical protein CTL0831
chr	NC_010287.1	957471	957800	-	5857928	-	CTL0832	YP_001654902.1	109	-	type II secretion system protein G
chr	NC_010287.1	957862	959037	-	5858170	gspF	CTL0833	YP_001654903.1	391	-	type II secretion system protein F
chr	NC_010287.1	959049	960554	-	5857994	gspE	CTL0834	YP_001654904.1	501	-	type II secretion system protein E
chr	NC_010287.1	960538	962820	-	5858577	gspD	CTL0835	YP_001654905.1	760	-	type II secretion system protein D
chr	NC_010287.1	962821	964050	-	5858749	-	CTL0836	YP_001654906.1	409	-	hypothetical protein CTL0836
chr	NC_010287.1	964179	965249	-	5858409	pepP	CTL0837	YP_001654907.1	356	-	aminopeptidase
chr	NC_010287.1	965260	966990	-	5857954	mutL	CTL0838	YP_001654908.1	576	-	DNA mismatch repair protein
chr	NC_010287.1	967270	967968	+	5858547	scc2	CTL0839	YP_001654909.1	232	-	type III secretion system chaperone
chr	NC_010287.1	967985	968344	+	5857944	-	CTL0840	YP_001654910.1	119	-	hypothetical protein CTL0840
chr	NC_010287.1	968381	969844	+	5858247	copB	CTL0841	YP_001654911.1	487	-	type III secretion system translocator CopB
chr	NC_010287.1	969875	971194	+	5858647	copD	CTL0842	YP_001654912.1	439	-	type III secretion system translocator CopD
chr	NC_010287.1	971272	972255	-	5858034	-	CTL0843	YP_001654913.1	327	-	S-adenosylmethionine/S-adenosylhomocysteine transporter
chr	NC_010287.1	972560	974467	+	5858349	thrS	CTL0844	YP_001654914.1	635	-	threonine--tRNA ligase
chr	NC_010287.1	974919	975686	+	5858400	minD	CTL0845	YP_001654915.1	255	-	ParA family chromosome partitioning ATPase
chr	NC_010287.1	975691	976482	+	5858313	gp6D	CTL0846	YP_001654916.1	263	-	virulence protein GP6-D
chr	NC_010287.1	976448	976999	+	5858337	-	CTL0847	YP_001654917.1	183	-	hypothetical protein CTL0847
chr	NC_010287.1	977178	978218	+	5858275	trpS	CTL0848	YP_001654918.1	346	-	tryptophan--tRNA ligase
chr	NC_010287.1	978243	980249	+	5858802	uvrB	CTL0849	YP_001654919.1	668	-	excinuclease ABC subunit B
chr	NC_010287.1	980411	981685	+	5858819	eno	CTL0850	YP_001654920.1	424	-	enolase
chr	NC_010287.1	981813	983765	+	5858650	rbsU	CTL0851	YP_001654921.1	650	-	serine phosphatase RsbU
chr	NC_010287.1	983890	985698	+	5858554	-	CTL0852	YP_001654922.1	602	-	hypothetical protein CTL0852
chr	NC_010287.1	985713	988577	-	5858381	-	CTL0853	YP_001654923.1	954	-	hypothetical protein CTL0853
chr	NC_010287.1	988674	989372	-	5858334	sdhB	CTL0854	YP_001654924.1	232	-	succinate dehydrogenase iron-sulfur subunit
chr	NC_010287.1	989451	991331	-	5858174	sdhA	CTL0855	YP_001654925.1	626	-	succinate dehydrogenase flavoprotein subunit
chr	NC_010287.1	992336	993127	-	5858235	-	CTL0858	YP_001654926.1	263	-	hydrolase
chr	NC_010287.1	993212	995290	-	5858367	dsdD	CTL0859	YP_001654927.1	692	-	thiol:disulfide interchange protein
chr	NC_010287.1	995443	996141	+	5858614	exbB	CTL0860	YP_001654928.1	232	-	biopolymer transport protein
chr	NC_010287.1	996138	996545	+	5858064	-	CTL0861	YP_001654929.1	135	-	biopolymer transport protein
chr	NC_010287.1	996548	997255	+	5858297	-	CTL0861A	YP_001654930.1	235	-	hypothetical protein CTL0861A
chr	NC_010287.1	997255	998550	+	5858217	tolB	CTL0862	YP_001654931.1	431	-	translocation protein TolB
chr	NC_010287.1	998547	999113	+	5858363	pal	CTL0863	YP_001654932.1	188	-	peptidoglycan-associated lipoprotein
chr	NC_010287.1	999103	999705	+	5858445	-	CTL0864	YP_001654933.1	200	-	hypothetical protein CTL0864
chr	NC_010287.1	999776	1000168	+	5858278	-	CTL0865	YP_001654934.1	130	-	hypothetical protein CTL0865
chr	NC_010287.1	1000165	1000752	-	5857909	ahpC	CTL0866	YP_001654935.1	195	-	thioredoxin peroxidase
chr	NC_010287.1	1000960	1002561	-	5858350	groEL2	CTL0867	YP_001654936.1	533	-	molecular chaperone GroEL
chr	NC_010287.1	1002641	1003867	-	5858121	-	CTL0868	YP_001654937.1	408	-	hypothetical protein CTL0868
chr	NC_010287.1	1004063	1004692	+	5858323	-	CTL0869	YP_001654938.1	209	-	non-canonical purine NTP pyrophosphatase
chr	NC_010287.1	1004666	1004905	-	5858299	-	CTL0870	YP_001654939.1	79	-	hypothetical protein CTL0870
chr	NC_010287.1	1004890	1005579	-	5858388	ung	CTL0871	YP_001654940.1	229	-	uracil-DNA glycosylase
chr	NC_010287.1	1005660	1007564	+	5858826	uvrD	CTL0872	YP_001654941.1	634	-	ATP-dependent DNA helicase
chr	NC_010287.1	1007568	1008878	+	5858833	rpoN	CTL0873	YP_001654942.1	436	-	RNA polymerase sigma-54 factor
chr	NC_010287.1	1008986	1009681	-	5858740	-	CTL0874	YP_001654943.1	231	-	virulence protein CADD
chr	NC_010287.1	1009678	1010409	-	5858369	-	CTL0875	YP_001654944.1	243	-	gamma-glutamyl ligase
chr	NC_010287.1	1010381	1010860	-	5858372	folA	CTL0876	YP_001654945.1	159	-	dihydrofolate reductase
chr	NC_010287.1	1010857	1012209	-	5858627	folP	CTL0877	YP_001654946.1	450	-	bifunctional 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase/dihydropteroate synthase
chr	NC_010287.1	1012206	1012580	-	5858156	folX	CTL0878	YP_001654947.1	124	-	dihydroneopterin aldolase
chr	NC_010287.1	1012599	1014314	-	5858464	rpoD	CTL0879	YP_001654948.1	571	-	RNA polymerase sigma factor
chr	NC_010287.1	1014463	1015752	-	5858732	-	CTL0880	YP_001654949.1	429	-	hypothetical protein CTL0880
chr	NC_010287.1	1016201	1016497	+	5858407	rpsT	CTL0881	YP_001654950.1	98	-	30S ribosomal protein S20
chr	NC_010287.1	1016730	1017530	+	5857989	-	CTL0882	YP_001654951.1	266	-	hypothetical protein CTL0882
chr	NC_010287.1	1017586	1020213	-	5858241	-	CTL0883	YP_001654952.1	875	-	hypothetical protein CTL0883
chr	NC_010287.1	1020329	1022845	+	5858335	-	CTL0884	YP_001654953.1	838	-	hypothetical protein CTL0884
chr	NC_010287.1	1022909	1025407	-	5858222	-	CTL0885	YP_001654954.1	832	-	hypothetical protein CTL0885
chr	NC_010287.1	1025635	1027590	-	5858321	-	CTL0886	YP_001654955.1	651	-	hypothetical protein CTL0886
chr	NC_010287.1	1027698	1028999	-	5858035	-	CTL0887	YP_001654956.1	433	-	hypothetical protein CTL0887
chr	NC_010287.1	1029017	1029235	+	16665139	-	CTL0887a	YP_008470968.1	72	-	hypothetical protein CTL0887a
chr	NC_010287.1	1029243	1030853	-	5858622	-	CTL0888	YP_001654957.2	536	-	lipid II flippase MurJ
chr	NC_010287.1	1031026	1031892	+	5858592	nfo	CTL0889	YP_001654958.1	288	-	endonuclease IV
chr	NC_010287.1	1031988	1032617	-	5858496	rpsD	CTL0890	YP_001654959.1	209	-	30S ribosomal protein S4
chr	NC_010287.1	1033001	1033984	+	5858693	-	CTL0891	YP_001654960.1	327	-	hypothetical protein CTL0891
chr	NC_010287.1	1034057	1034932	-	5858624	ispA	CTL0892	YP_001654961.1	291	-	farnesyl diphosphate synthase
chr	NC_010287.1	1034988	1035605	-	5858708	-	CTL0893	YP_001654962.1	205	-	glucosamine-1-phosphate acetyltransferase
chr	NC_010287.1	1035658	1036341	-	5858490	-	CTL0894	YP_001654963.1	227	-	transcriptional regulator
chr	NC_010287.1	1036521	1036775	+	5858664	-	CTL0895	YP_001654964.1	84	-	hypothetical protein CTL0895
chr	NC_010287.1	1036956	1038545	-	5858281	-	CTL0897	YP_001654965.1	529	-	hypothetical protein CTL0897
