Name,wildtype-rep1,wildtype-rep2,revR-rep1,revR-rep2,virR-rep1,virR-rep2,Length,Gene,Product,On same fragment,Ambiguous alignment
CPE2058,95,375,357,3755,165,198,1395,,glutamate decarboxylase,,
CPE2059,21,67,60,303,37,26,1056,,hypothetical protein,18xCPE2060,
CPE2060,110,543,319,5097,121,208,1419,,glutamate gamma-aminobutyrate antiporter,18xCPE2059,
CPE2061,1101,2614,1255,3652,1644,5490,3516,,pyruvate-flavodoxin oxidoreductase,49xCPE2062,
CPE2062,87,380,156,727,191,318,426,,flavodoxin,49xCPE2061 3xCPE2063,
CPE2063,7,16,12,44,17,32,1074,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,3xCPE2062,
CPE2064,1,4,1,2,19,83,180,,small acid-soluble spore protein C1,,1xCPE1423
CPE2065,11,34,17,30,30,35,1779,recJ,single-stranded-DNA-specific exonuclease RecJ,7xCPE2066,
CPE2066,11,26,8,29,7,23,1212,,"peptidase, M16 family",7xCPE2065,
CPE2067,108,508,249,978,166,506,582,,DJ-1 family protein,827xCPE2068,
CPE2068,92,271,106,420,110,292,2940,parC,DNA topoisomerase IV subunit A,827xCPE2067 18xCPE2069,
CPE2069,7,34,11,50,16,43,1953,parE,DNA topoisomerase IV subunit B,18xCPE2068 16xCPE2070,
CPE2070,9,22,19,53,19,35,1071,,tRNA 2-selenouridine synthase,16xCPE2069,
CPE2071,594,1277,712,559,578,812,1401,,"glycosyl transferase, group 2 family protein",,
CPE2072,0,1,2,2,0,11,1239,,UV damage endonuclease,,
CPE2073,3,6,1,6,7,15,609,,sporulation protein YtaF,,1xCPE0338
CPE2074,119,298,234,201,305,380,1170,,trans-2-enoyl-CoA reductase,,
CPE2075,154,225,181,157,134,222,1479,,amino acid permease,,
CPE2076,7,23,6,8,16,28,2241,,alpha-glucosidase,2xCPE2077,
CPE2077,5,4,3,9,5,12,894,,ROK family protein,2xCPE2076,
CPE2078,23,36,8,16,27,46,1449,,hypothetical protein,,
CPE2079,44,691,289,2715,29,257,495,,acid-resistance membrane protein,,
CPE2080,14,14,2,10,12,15,3135,,alpha-mannosidase,,
CPE2081,46,64,7,7,28,44,957,,ABC transporter,20xCPE2082,
CPE2082,44,61,9,3,44,32,969,,ABC transporter,20xCPE2081,
CPE2083,43,72,78,57,77,90,477,moaC,molybdenum cofactor biosynthesis protein MoaC,47xCPE2084,
CPE2084,20,40,55,73,31,58,657,modB,molybdate ABC transporter permease,79xCPE2085 47xCPE2083,
CPE2085,16,45,56,159,31,51,777,modA,molybdenum ABC transporter,79xCPE2084 78xCPE2086,
CPE2086,27,55,64,110,34,81,492,moaB,molybdenum cofactor synthesis protein,78xCPE2085,
CPE2087,59,110,76,143,79,125,1524,,AraC family transcriptional regulator,126xCPE2088,27xCPE0489 14xCPE0021 12xCPE1858 9xCPE0665 8xCPE1864 3xCPE0117 3xCPE1470 2xPCP34 2xCPE2162 2xCPE1340 2xCPE1901 2xCPE1238 2xCPE1880 1xCPE2194 1xCPE0914 1xCPE0256 1xCPE0338 1xCPE1582 1xCPE0965 1xCPE1268 1xCPE2159 1xCPE0416 1xCPE2544
CPE2088,31,42,38,66,41,65,1737,,sensor histidine kinase,126xCPE2087,
CPE2089,77,88,32,18,52,76,678,,hypothetical protein,,
CPE2090,144,357,204,207,203,365,1338,fmhB,FemAB family protein,,
CPE2091,42,158,33,63,75,90,306,,PadR family transcriptional regulator,,
CPE2092,72,166,127,237,62,304,738,,amino acid ABC transporter,104xCPE2093,
CPE2093,143,315,132,368,93,438,1509,,amino acid ABC transporter,104xCPE2092,
CPE2094,29,89,62,159,32,90,780,,NADH-plastoquinone oxidoreductase subunit,,
CPE2095,5,50,19,82,14,65,417,,hypothetical protein,,
CPE2096,15,3,7,10,21,20,822,,hypothetical protein,10xCPE2097,1xCPE1864 1xCPE1484
CPE2097,15,10,2,6,15,14,1257,,hypothetical protein,10xCPE2096 6xCPE2098,
CPE2098,8,7,5,10,12,9,1449,virJ,two-component sensor histidine kinase,6xCPE2097 2xCPE2099,
CPE2099,15,5,8,3,5,3,699,virI,two-component response regulator,2xCPE2098,
CPE2100,19,51,19,78,38,59,396,,hypothetical protein,2xCPE2101,
CPE2101,7,9,6,14,10,14,291,,hypothetical protein,22xCPE2102 2xCPE2100,
CPE2102,21,28,13,46,36,54,1758,,helicase domain protein,22xCPE2101,
CPE2103,26,38,27,48,22,34,861,,ribosomal protein L11 methyltransferase,,
CPE2104,4,8,4,12,1,4,516,,hypothetical protein,12xCPE2105,
CPE2105,1,4,4,8,4,6,375,,hypothetical protein,12xCPE2104 7xCPE2106,
CPE2106,1,4,5,16,7,8,1032,apbE,thiamine biosynthesis lipoprotein,7xCPE2105 1xCPE2107,
CPE2107,8,6,9,74,5,14,3246,,hypothetical protein,5xCPE2108 1xCPE2106,1xCPE0489 1xCPE1418 1xCPE2165
CPE2108,2,16,4,172,9,13,1047,,hypothetical protein,5xCPE2107,
CPE2109,138,293,299,362,86,187,450,,hypothetical protein,,
CPE2110,260,877,592,2775,363,538,690,,hypothetical protein,594xCPE2111,
CPE2111,185,242,169,668,220,106,708,,hypothetical protein,594xCPE2110,
CPE2112,1,17,7,25,6,18,1755,,subtilase,,
CPE2113,2,5,0,13,0,8,1821,,hypothetical protein,,
CPE2114,96,227,99,125,118,206,1356,,23S rRNA (uracil-5-)-methyltransferase RumA,107xCPE2115,
CPE2115,90,115,89,59,103,104,450,,hypothetical protein,107xCPE2114,
CPE2116,30,118,49,106,55,125,1908,selB,selenocysteine-specific translation elongation factor,96xCPE2117,
CPE2117,43,119,61,184,60,144,1389,selA,selenocysteine synthase,96xCPE2116 49xCPE2118,
CPE2118,21,36,39,96,16,64,741,selD,selenophosphate synthetase,49xCPE2117,
CPE2119,2,4,0,7,0,2,192,,hypothetical protein,,
CPE2120,1,3,1,1,18,9,783,comEA,competence protein ComE,,
CPE2121,47,89,33,129,29,80,1335,dacF,D-alanyl-D-alanine carboxypeptidase,,
CPE2122,64,73,58,39,161,116,897,,23S rRNA pseudouridine synthase D,10xCPE2123,
CPE2123,18,66,26,70,51,72,1314,,membrane-bound protein,24xCPE2124 10xCPE2122,
CPE2124,21,59,30,95,46,72,570,,HD domain protein,156xCPE2125 24xCPE2123,
CPE2125,27,74,44,118,50,79,609,nadD,nicotinic acid mononucleotide adenylyltransferase,156xCPE2124 102xCPE2126,
CPE2126,43,68,89,129,49,92,303,,RNA-binding protein,162xCPE2127 102xCPE2125,
CPE2127,79,150,139,411,82,167,1287,obgE,GTPase ObgE,162xCPE2126 12xCPE2128,
CPE2128,805,2330,856,3038,1168,2397,303,rpmA,50S ribosomal protein L27,5532xCPE2129 12xCPE2127,
CPE2129,541,1899,520,2366,812,1811,306,,hypothetical protein,5532xCPE2128 661xCPE2130,
CPE2130,411,1275,498,2638,568,1593,312,rplU,50S ribosomal protein L21,661xCPE2129 11xCPE2131,
CPE2131,12,12,16,16,18,34,1443,rng,"ribonuclease, Rne/Rng family",13xCPE2132 11xCPE2130,
CPE2132,10,11,20,39,12,27,708,,hypothetical protein,29xCPE2133 13xCPE2131,1xCPE1238 1xCPE0117 1xCPE0021
CPE2133,29,75,77,94,52,92,1854,,radical SAM domain protein,29xCPE2132,
CPE2134,0,9,2,8,52,50,855,,"peptidase, M50 family",33xCPE2135,
CPE2135,8,21,4,18,177,203,843,,hypothetical protein,33xCPE2134,1xCPE1625 1xCPE0344 1xCPE0020 1xCPE0247 1xCPE1858 1xCPE1484 1xCPE2265 1xCPE2323
CPE2136,154,366,136,207,86,227,1125,spoVE,"cell cycle protein, FtsW/RodA/SpoVE family",2xCPE2137,
CPE2137,104,290,137,136,87,303,273,minE,cell division topological specificity factor MinE,479xCPE2138 2xCPE2136,
CPE2138,146,325,197,178,130,324,798,minD,septum site-determining protein MinD,479xCPE2137 101xCPE2139,
CPE2139,128,204,114,175,117,153,636,minC,septum formation inhibitor,101xCPE2138 1xCPE2140,
CPE2140,103,209,106,155,138,226,3072,,penicillin-binding protein 2,20xCPE2141 1xCPE2139,
CPE2141,11,21,19,28,17,21,498,,rod shape-determining protein MreD,30xCPE2142 20xCPE2140,
CPE2142,33,88,63,123,65,80,852,mreC,rod shape-determining protein MreC,122xCPE2143 30xCPE2141,
CPE2143,274,511,339,426,309,566,1029,mreB,rod shape-determining protein MreB,137xCPE2144 122xCPE2142,
CPE2144,70,141,58,189,77,122,684,radC,DNA repair protein RadC,174xCPE2145 137xCPE2143,
CPE2145,71,191,89,327,75,180,579,maf,Maf-like protein,174xCPE2144,
CPE2146,50,96,7,14,368,530,804,,cell division protein FtsN,,
CPE2147,30,37,47,55,22,52,819,,hypothetical protein,,
CPE2148,215,471,324,615,281,614,1452,pepD,aminoacyl-histidine dipeptidase,,
CPE2149,117,219,135,739,146,355,1425,pykA,pyruvate kinase,,
CPE2150,114,345,232,379,132,332,1137,rpsA,30S ribosomal protein S1,1xCPE2151,
CPE2151,159,568,174,279,101,298,204,,heavy metal binding protein,191xCPE2152 1xCPE2150,
CPE2152,189,670,392,1132,193,516,765,,hypothetical protein,191xCPE2151 3xCPE2153,
CPE2153,458,247,208,185,341,350,411,guaB,inosine-5'-monophosphate dehydrogenase,26xCPE2154 3xCPE2152,
CPE2154,51,84,83,154,65,64,903,,exonuclease,26xCPE2153,
CPE2155,26,51,50,33,42,64,1755,,hypothetical protein,,
CPE2156,123,214,124,182,112,243,1788,,mutS domain protein,,
CPE2157,1,8,2,7,8,21,1530,,"PTS system, glucose-specific IIBC component",,
CPE2158,391,413,156,485,339,608,897,,ABC transporter substrate-binding protein,,
CPE2159,45,123,55,57,83,109,2769,,chromosome segregation protein,29xCPE2160,4xCPE0021 2xCPE0965 2xCPE2291 2xCPE0337 1xCPE2087 1xCPE1340 1xCPE0478 1xCPE1126 1xCPE0489 1xCPE0867 1xCPE0914 1xPCP14 1xCPE0063 1xCPE0117 1xCPE1858 1xCPE0267 1xCPE0327 1xCPE0104 1xCPE0476 1xCPE1579 1xCPE0479
CPE2160,56,86,46,131,61,114,1143,,phosphoesterase,29xCPE2159,
CPE2161,39,146,19,107,95,443,183,,small acid-soluble protein Ssp1,12xCPE2162,
CPE2162,24,39,28,45,36,29,2178,cpdC,"2`,3`-cyclic-nucleotide 2`-phosphodiesterase",12xCPE2161,16xCPE0489 12xCPE0021 11xCPE1340 8xCPE1858 6xCPE0117 6xCPE2284 5xCPE0665 5xCPE1864 4xCPE1901 3xCPE0544 2xCPE2201 2xCPE2087 2xCPE1880 1xCPE1068 1xCPE0416 1xCPE0914 1xCPE0017 1xCPE1384 1xCPE0888 1xPCP61 1xCPE0481 1xCPE2559 1xCPE2474 1xCPE1715 1xCPE1476 1xCPE2230 1xCPE2617 1xCPE1396 1xCPE1238 1xCPE0596 1xCPE0104 1xCPE2544 1xCPE2523
CPE2163,219,441,279,478,395,743,621,,CBS domain protein,,
CPE2164,21,99,107,320,23,50,465,,ADP-binding protein,58xCPE2165,
CPE2165,21,75,40,101,28,54,705,,glycoprotease,95xCPE2166 58xCPE2164,2xCPE2284 1xCPE2107 1xCPE1418 1xCPE0767 1xCPE0596 1xCPE1901 1xCPE0021 1xCPE0536 1xCPE1715 1xCPE0489
CPE2166,20,90,43,62,34,71,447,,ribosomal-protein-alanine acetyltransferase,95xCPE2165,
CPE2167,38,85,152,245,62,264,597,,hypothetical protein,,
CPE2168,24,48,33,77,41,70,2163,,30S ribosomal protein S1,,
CPE2169,2,4,0,4,63,70,1344,,peptidase,,
CPE2170,88,305,112,418,128,257,972,prfB,peptide chain release factor 2,,
CPE2171,302,503,387,719,454,732,2523,secA,preprotein translocase subunit SecA,,
CPE2172,1421,2370,1529,3078,1776,6677,540,,30S ribosomal protein S30,,2xCPE0665 1xCPE0489 1xCPE0500
CPE2173,31,84,19,77,81,123,660,comFC,comFC protein,67xCPE2174,
CPE2174,26,30,29,32,65,51,963,,hypothetical protein,67xCPE2173 23xCPE2175,
CPE2175,113,147,74,157,106,166,2235,recD,"helicase, RecD/TraA family",23xCPE2174,
CPE2176,184,422,188,750,223,741,1137,nagA,N-acetylglucosamine-6-phosphate deacetylase,,
CPE2177,60,233,141,199,74,163,1176,metK,S-adenosylmethionine synthetase,,
CPE2178,0,3,0,0,25,26,645,,hypothetical protein,,
CPE2179,4,5,0,1,138,136,531,,sporulation protein YyaC,,
CPE2180,60,109,56,93,241,231,1038,mreV,rod shape-determining protein Mbl,17xCPE2181,
CPE2181,1,1,0,1,29,32,252,spoIIID,stage III sporulation protein D,29xCPE2182 17xCPE2180,
CPE2182,17,43,5,6,1142,1132,771,,putative peptidase,29xCPE2181,
CPE2183,6,7,3,1,91,72,1023,spoIID,stage II sporulation protein D,,
CPE2184,9,12,3,16,36,22,1266,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,11xCPE2185,
CPE2185,2,6,3,3,18,5,645,,hypothetical protein,11xCPE2184 1xCPE2186,
CPE2186,191,505,508,824,383,740,402,atpC,ATP synthase F0F1 subunit epsilon,483xCPE2187 1xCPE2185,
CPE2187,262,588,482,1014,525,896,1398,atpB,ATP synthase F0F1 subunit beta,483xCPE2186 156xCPE2188,
CPE2188,87,184,153,358,219,315,852,atpG,ATP synthase F0F1 subunit gamma,322xCPE2189 156xCPE2187,
CPE2189,335,764,640,1083,768,993,1509,atpA,ATP synthase F0F1 subunit alpha,322xCPE2188 230xCPE2190,
CPE2190,72,169,135,166,147,199,540,atpD,ATP synthase F0F1 subunit delta,230xCPE2189 182xCPE2191,
CPE2191,99,201,201,317,186,261,480,atpF,ATP synthase F0F1 subunit B,255xCPE2192 182xCPE2190,
CPE2192,118,242,224,440,190,315,219,atpL,ATP synthase F0F1 subunit C,690xCPE2193 255xCPE2191,
CPE2193,402,1011,674,1824,688,1028,675,atpI,ATP synthase F0F1 subunit A,690xCPE2192 199xCPE2194,
CPE2194,175,434,188,468,219,327,366,,hypothetical protein,199xCPE2193,1xCPE2087 1xCPE2544 1xCPE1858
CPE2195,1475,2345,1675,7182,2335,5104,1179,atoB,acetyl-CoA acetyltransferase,,
CPE2196,125,210,255,352,147,341,1155,,UDP-N-acetylglucosamine 2-epimerase,26xCPE2197,
CPE2197,129,235,241,322,104,285,630,upp,uracil phosphoribosyltransferase,110xCPE2198 26xCPE2196,
CPE2198,34,86,88,128,31,153,450,,ribose-5-phosphate isomerase B,110xCPE2197 31xCPE2199,
CPE2199,148,263,114,286,66,171,156,,hypothetical protein,153xCPE2200 31xCPE2198,
CPE2200,109,329,172,785,124,332,1053,,Sua5/YciO/YrdC/YwlC family protein,153xCPE2199 65xCPE2201,
CPE2201,30,34,28,54,30,32,591,,hypothetical protein,65xCPE2200 3xCPE2202,3xCPE0021 2xCPE2162 2xCPE0117 1xCPE1340 1xCPE0017 1xCPE1384 1xCPE2284 1xCPE0888 1xPCP51 1xPCP61 1xCPE1858 1xCPE1484 1xCPE2484 1xCPE2382 1xCPE0104 1xCPE1201 1xCPE1880
CPE2202,105,297,179,265,169,321,1083,prfA,peptide chain release factor 1,8xCPE2203 3xCPE2201,
CPE2203,31,58,58,95,38,57,1710,,N5-glutamine S-adenosyl-L-methionine-dependent meth,38xCPE2204 8xCPE2202,
CPE2204,32,106,49,158,44,94,600,tdk,thymidine kinase,38xCPE2203,
CPE2205,994,6155,1073,7422,1617,7354,207,rpmE,50S ribosomal protein L31,16xCPE2206,
CPE2206,34,46,25,31,53,34,1125,,monogalactosyldiacylglycerol synthase,16xCPE2205,
CPE2207,223,378,241,616,452,789,1440,rho,transcription termination factor Rho,,1xCPE1506
CPE2208,92,286,179,197,134,158,1608,pyrG,CTP synthetase,,
CPE2209,40,135,86,95,60,138,420,,hypothetical protein,133xCPE2210,
CPE2210,50,150,100,222,66,144,981,,thiamine biosynthesis protein ThiI,133xCPE2209 21xCPE2211,
CPE2211,8,39,15,27,14,30,630,spoIIR,stage II sporulation protein R,33xCPE2212 21xCPE2210,
CPE2212,34,96,63,59,36,73,867,ipk,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,33xCPE2211,
CPE2213,7,22,15,17,114,83,2625,cphA,cyanophycin synthetase,4xCPE2214,
CPE2214,0,1,0,2,22,34,828,cphB,cyanophycinase,4xCPE2213,
CPE2215,43,70,10,17,1183,954,1563,,lysM domain protein,,
CPE2216,920,1309,520,3502,2013,3175,237,,hypothetical protein,,
CPE2217,0,3,0,2,15,5,888,,peptidase,,
CPE2218,24,54,20,23,841,583,1005,cotS,spore coat protein CotS,,
CPE2219,0,6,3,4,3,10,1128,,mannosyltransferase,,
CPE2220,2,5,4,8,12,17,1029,cotS,spore coat protein,1xCPE2221,
CPE2221,0,0,1,3,5,7,684,,hypothetical protein,4xCPE2222 1xCPE2220,
CPE2222,2,1,1,3,6,12,1008,cotS,spore coat protein,4xCPE2221,
CPE2223,0,2,0,3,7,15,1146,,mannosyltransferase,,
CPE2224,1,4,0,3,40,45,531,,hypothetical protein,1xCPE2225,
CPE2225,4,7,0,2,43,65,372,,hypothetical protein,1xCPE2224,
CPE2226,1,9,2,0,193,140,444,,hypothetical protein,10xCPE2227,
CPE2227,3,4,0,12,42,44,1029,apbA,thiamin biosynthesis lipoprotein,10xCPE2226,
CPE2228,67,193,69,64,65,162,1125,eutH,ethanolamine transporter,3xCPE2229,
CPE2229,90,101,54,26,142,209,330,,PTS system protein,3xCPE2228,
CPE2230,539,745,512,1067,453,644,1380,,serine protease,10xCPE2231,3xCPE2284 2xCPE0021 2xCPE1864 1xCPE2162 1xCPE2559 1xCPE0481
CPE2231,11,29,18,27,14,21,1020,,"hydrolase, alpha/beta fold family",10xCPE2230 8xCPE2232,
CPE2232,19,37,25,36,27,34,1020,,DNA-binding/iron metalloprotein/AP endonuclease,8xCPE2231,
CPE2233,12,39,23,83,12,48,633,,hypothetical protein,50xCPE2234,1xCPE1858
CPE2234,15,52,27,52,14,53,561,,acyl-CoA thioesterase,50xCPE2233,
CPE2235,36,85,50,94,45,101,963,,"oxidoreductase, pyridine nucleotide-disulphide family",43xCPE2236,
CPE2236,53,66,37,219,58,102,573,,hypothetical protein,43xCPE2235,
CPE2237,218,357,150,144,144,322,1890,,arylsulfatase,,
CPE2238,120,197,86,101,128,212,1524,,lipoprotein,61xCPE2239,
CPE2239,60,155,62,143,58,140,1416,,two-component sensor histidine kinase,61xCPE2238 21xCPE2240,
CPE2240,42,145,48,160,34,112,468,,two-component response regulator,120xCPE2241 21xCPE2239,
CPE2241,34,84,40,76,25,74,153,,hypothetical protein,120xCPE2240,
CPE2242,154,266,148,221,192,265,801,,PEP synthetase regulatory protein,,
CPE2243,63,164,60,160,69,178,804,smtA,S-adenosylmethionine-dependent methltransferase,,
CPE2244,25,111,54,121,32,62,756,,lipoprotein signal peptidase,57xCPE2245,
CPE2245,429,462,782,754,261,355,303,,hypothetical protein,57xCPE2244,
CPE2246,25,50,39,81,43,51,462,,hypothetical protein,73xCPE2247,
CPE2247,40,61,47,90,57,53,570,,2-aminoethylphosphonate ABC transporter substrate-b,73xCPE2246,
CPE2248,15,47,34,90,26,51,570,,chromate transporter,69xCPE2249,
CPE2249,7,36,37,82,22,34,552,,chromate transporter,69xCPE2248,1xCPE1818 1xCPE1280 1xCPE1516 1xCPE0769 1xCPE2284 1xCPE1476 1xCPE1880
CPE2250,17,93,11,31,7,37,705,,hypothetical protein,,
CPE2251,18,64,52,142,39,79,1452,pepD,aminoacyl-histidine dipeptidase,,
CPE2252,39,67,80,76,32,75,471,,Ser/Thr protein phosphatase,49xCPE2253,
CPE2253,26,46,52,61,45,53,615,,deoxyribonucleotide triphosphate pyrophosphatase,49xCPE2252 26xCPE2254,
CPE2254,17,44,34,67,39,42,747,rph,ribonuclease PH,26xCPE2253,
CPE2255,5,6,2,3,126,171,1704,,hypothetical protein,,
CPE2256,8,24,23,16,47,46,1521,,oligopeptide-binding protein,,
CPE2257,1,1,1,0,8,4,465,,hypothetical protein,,
CPE2258,122,164,155,127,106,127,324,,hypothetical protein,,
CPE2259,30,51,32,80,57,71,1998,ligA,NAD-dependent DNA ligase LigA,11xCPE2260,
CPE2260,17,43,42,75,57,65,2256,,ATP-dependent DNA helicase PcrA,11xCPE2259,
CPE2261,50,62,7,13,372,284,789,,hypothetical protein,72xCPE2262,
CPE2262,24,23,3,6,191,139,549,,hypothetical protein,120xCPE2263 72xCPE2261,
CPE2263,82,71,6,17,528,360,672,,hypothetical protein,120xCPE2262,
CPE2264,60,94,51,83,68,81,720,,16S pseudouridylate synthase,,
CPE2265,104,137,93,197,105,184,2061,,triple tyrosine motif-containing protein,,1xCPE1625 1xCPE0020 1xCPE0247 1xCPE1858 1xCPE1484 1xCPE0344 1xCPE2135
CPE2266,32,78,62,77,44,55,450,,hypothetical protein,,
CPE2267,320,1204,786,1419,500,1943,1353,pgi,glucose-6-phosphate isomerase,1931xCPE2268,
CPE2268,112,456,174,567,140,745,210,,hypothetical protein,1931xCPE2267 1xCPE2269,
CPE2269,130,551,53,152,270,564,969,appF,oligopeptide ABC transporter,262xCPE2270 1xCPE2268,
CPE2270,82,374,29,117,151,367,978,appD,oligopeptide ABC transporter,262xCPE2269 160xCPE2271,
CPE2271,147,354,34,174,155,309,915,appC,oligopeptide ABC transporter,160xCPE2270 135xCPE2272,1xPCP48 1xCPE0489 1xCPE1586
CPE2272,94,363,33,218,150,342,966,appB,oligopeptide ABC transporter,135xCPE2271 43xCPE2273,
CPE2273,523,1521,91,577,799,1856,1740,appA,oligopeptide ABC transporter,43xCPE2272,
CPE2274,8,20,4,44,8,28,1293,narK,nitrate extrusion protein,,
CPE2275,167,743,331,2194,213,696,1530,guaA,GMP synthase,21xCPE2276,2xCPE0021 2xCPE0117 1xCPE1880 1xCPE1579 1xCPE0294 1xCPE1858 1xCPE1476 1xCPE0914 1xCPE0216 1xCPE1559
CPE2276,120,675,276,2734,186,673,1455,,inosine 5'-monophosphate dehydrogenase,21xCPE2275,
CPE2277,70,155,95,60,160,173,2622,,hypothetical protein,13xCPE2278,
CPE2278,8,12,9,9,6,7,561,,hypothetical protein,15xCPE2279 13xCPE2277,
CPE2279,17,55,36,37,22,52,2109,,hypothetical protein,15xCPE2278 14xCPE2280,
CPE2280,7,29,13,12,13,22,1002,,hypothetical protein,16xCPE2281 14xCPE2279,1xCPE1818 1xCPE0560 1xCPE2284 1xCPE1858 1xCPE1686 1xCPE0542 1xCPE0544
CPE2281,3,29,18,22,16,25,1218,,hypothetical protein,16xCPE2280 13xCPE2282,1xPCP43 1xPCP20
CPE2282,6,10,15,9,17,15,567,,hypothetical protein,13xCPE2281 13xCPE2283,
CPE2283,5,8,15,8,9,12,1155,,type IV pilus assembly protein PilM,13xCPE2282 2xCPE2284,
CPE2284,329,661,324,554,1054,934,549,,putative major pilin subunit,16xCPE2285 2xCPE2283,112xCPE0117 69xCPE0489 64xCPE0544 63xCPE1340 55xCPE1864 39xCPE1858 27xCPE0021 26xCPE1476 7xPCP34 7xCPE1002 6xCPE2162 6xCPE1396 6xCPE1901 5xCPE1481 4xCPE0767 4xCPE0536 4xCPE1238 3xCPE0481 3xCPE1818 3xCPE0965 3xCPE2230 2xCPE2514 2xCPE2165 2xCPE0665 2xCPE0338 2xCPE0250 2xCPE1715 2xCPE1686 2xCPE2358 2xCPE0104 2xCPE1880 1xCPE0017 1xCPE2382 1xPCP61 1xCPE0769 1xCPE1023 1xCPE2201 1xCPE2249 1xCPE2280 1xCPE1899 1xCPE0023 1xCPE0216 1xCPE1280 1xCPE1347 1xCPE1146 1xCPE0332 1xCPE1609 1xCPE2586 1xCPE0560 1xCPE1610 1xCPE1437 1xCPE1516 1xCPE2617 1xCPE0849 1xCPE1057
CPE2285,15,43,24,40,22,35,1206,,type II secretion system protein F,24xCPE2286 16xCPE2284,
CPE2286,11,48,28,98,22,21,1692,,secretion system protein E,24xCPE2285 17xCPE2287,
CPE2287,11,62,38,256,27,45,744,,prepilin peptidase,17xCPE2286,
CPE2288,10,9,4,7,362,166,423,,prepilin peptidase dependent protein A,,
CPE2289,131,550,206,521,349,702,1620,groEL,molecular chaperone GroEL,116xCPE2290,
CPE2290,101,162,77,175,121,188,285,groES,co-chaperonin GroES,116xCPE2289,
CPE2291,0,3,0,3,4,7,651,,hypothetical protein,1xCPE2292,2xCPE2159 1xCPE0063 1xCPE0337 1xCPE0021
CPE2292,18,34,20,33,42,49,312,,hypothetical protein,1xCPE2291,
CPE2293,130,299,225,510,150,235,939,,8-oxoguanine DNA glycosylase,310xCPE2294,
CPE2294,57,150,71,349,55,101,405,,hypothetical protein,310xCPE2293 1xCPE2295,
CPE2295,353,154,29,22,1179,673,501,lepW,signal peptidase type I,1xCPE2294,
CPE2296,58,150,78,185,89,180,1701,,ABC transporter,,
CPE2297,783,1225,1198,3842,1339,3685,849,,3-hydroxybutyryl-CoA dehydrogenase,619xCPE2298,
CPE2298,353,394,480,1456,589,1632,1008,fixB,3-hydroxybutyryl-CoA dehydrogenase,619xCPE2297 603xCPE2299,
CPE2299,171,203,388,905,294,1053,780,etfB,electron transfer flavoprotein beta subunit,603xCPE2298 565xCPE2300,
CPE2300,167,197,323,709,282,1002,1140,bcd,butyryl-CoA dehydrogenase,565xCPE2299 169xCPE2301,
CPE2301,228,384,410,832,374,1176,783,crt,3-hydroxybutyryl-CoA dehydratase,169xCPE2300,
CPE2302,35,70,123,201,54,124,639,,redox-sensing transcriptional repressor Rex,,
CPE2303,68,107,205,1421,232,477,2199,,heavy metal-transporting ATPase,249xCPE2304,
CPE2304,82,141,74,810,102,210,360,,transcriptional regulator,249xCPE2303 1xCPE2305,
CPE2305,115,284,82,313,165,361,621,,DNA-binding transcriptional repressor MngR,120xCPE2306 1xCPE2304,
CPE2306,75,208,71,153,81,198,579,,hypothetical protein,120xCPE2305,
CPE2307,183,513,334,634,144,463,411,,hypothetical protein,,
CPE2308,5,8,4,7,23,48,1071,,mannose-1-phosphate guanylyltransferase,,
CPE2309,16,21,8,8,13,25,1380,,beta-glucosidase,,
CPE2310,43,141,101,304,56,121,1377,aldH,aldehyde dehydrogenase,,
CPE2311,3,4,5,5,9,7,711,,hypothetical protein,,
CPE2312,30,61,63,99,51,76,942,,hypothetical protein,,
CPE2313,44,94,35,37,45,104,906,,23S rRNA pseudouridine synthase F,26xCPE2314,2xCPE0489 1xCPE0027 1xPCP34 1xCPE0025 1xCPE1901 1xCPE1579 1xCPE1864 1xCPE0053 1xCPE0327
CPE2314,21,49,25,32,28,44,1014,,putative RNA polymerase sigma factor SigI,26xCPE2313 3xCPE2315,
CPE2315,151,264,130,182,138,230,678,,sortase,3xCPE2314,
CPE2316,93,153,93,235,89,141,471,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,
CPE2317,99,261,126,98,131,125,1314,,Na+/H+ antiporter,,
CPE2318,30,69,161,325,51,106,843,,pyridoxamine kinase,,
CPE2319,288,771,562,872,736,872,693,,hypothetical protein,,
CPE2320,55,113,83,182,61,114,405,,hypothetical protein,,
CPE2321,12,36,16,33,49,27,1410,,multifunctional acyl-CoA thioesterase I and proteas,,1xPCP02
CPE2322,316,218,155,285,421,274,1932,thrS,threonyl-tRNA synthetase,,
CPE2323,175,684,372,1291,446,788,1695,,"oligoendopeptidase, M3 family",28xCPE2324,1xCPE2135
CPE2324,51,107,52,73,68,158,579,,5-formyltetrahydrofolate cyclo-ligase,28xCPE2323 1xCPE2325,
CPE2325,12,26,17,60,16,42,813,,bifunctional 3-demethylubiquinone-9 3-methyltransfe,1xCPE2324,
CPE2326,40,122,82,135,32,160,171,,hypothetical protein,450xCPE2327,
CPE2327,253,531,553,546,208,628,1833,glmS,glucosamine--fructose-6-phosphate aminotransferase,450xCPE2326,
